sub_id	list	species_code	Anthropogenic materials present? u=unsure (bad picture)   n=No  y=Yes	Picture orientation: t=top  b=bottom  s=side  t/s=top/side  b/s=bottom/side	Where are the AMs located? o=outer part of nest  l=lining  o/l=Both	attempt_id	sumphotos	user_id	loc_id	latitude	longitude	subnational1_code	height_m	substrate_code	habitat_code_1	habitat_code_2	proj_period_id	outcome_code_list	first_lay_dt	hatch_dt	fledge_dt	clutch_size_host_atleast	young_host_total_atleast	young_host_fledged_atleast	eggs_host_unh_atleast	obs_dt	eggs_host_atleast	eggs_host_atmost	young_host_live_atleast	young_host_live_atmost	young_host_dead_atleast	young_host_dead_atmost	nest_status_code	mgmt_activity_code_list	adult_activity_code_list	young_host_max_devel	eggs_parasite_atleast	eggs_parasite_atmost	young_parasite_live_atleast	young_parasite_live_atmost	young_parasite_dead_atleast	young_parasite_dead_atmost
S111860339	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/01/_e7l2bc.jpeg	grycat	y	t	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	01JUN2022:06:38:20.000000	0		1		0		cn		va	py						
S111956611	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/01/_1lgmov.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/01/_41n5f3.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/01/_oigjrh.jpeg	grycat	y, y, y	t, t, t	o, o, o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	01JUN2022:12:13:36.000000	0		1		2		cn		va	fy						
S111956881	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/01/_6h46h6.jpeg	grycat	y	t	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	01JUN2022:12:17:45.000000	0		1		2		cn	no	va	fy						
S111956966	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/01/_1l5inp.jpeg	grycat	y	t	o	A1492506	31	USER1187465	L18947947	35.765776	-81.284396	US-NC	1.83	ltrbra			NW_2022	s1	08MAY2022:00:00:00.000000	23MAY2022:00:00:00.000000	01JUN2022:00:00:00.000000	3	1	1	0	01JUN2022:12:21:57.000000	0		0		0		cn	no	va	no						
S110972204	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/22/_joi196.jpeg	grycat	n	t		A1495912	3	USER932708	L19214849	38.973995	-77.022884	US-DC		busshr			NW_2022	f6								22MAY2022:12:50:35.000000	4						cn		va							
S111525168	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/28/_kukvv6.jpeg	grycat	n	t		A1495912	3	USER932708	L19214849	38.973995	-77.022884	US-DC		busshr			NW_2022	f6								28MAY2022:16:08:14.000000	3						cn	no	va	no						
S111695500	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/30/_69sis9.jpeg	grycat	n	t		A1495912	3	USER932708	L19214849	38.973995	-77.022884	US-DC		busshr			NW_2022	f6								30MAY2022:09:16:03.000000	3						cn	no	aa	no						
S111834671		grycat				A1495912	3	USER932708	L19214849	38.973995	-77.022884	US-DC		busshr			NW_2022	f6								31MAY2022:18:55:39.000000	3		0		0		cn	no	aa	no						
S112233885		grycat				A1495912	3	USER932708	L19214849	38.973995	-77.022884	US-DC		busshr			NW_2022	f6								05JUN2022:15:24:34.000000	3		0		0		cn	no	va	no						
S112475381		grycat				A1495912	3	USER932708	L19214849	38.973995	-77.022884	US-DC		busshr			NW_2022	f6								08JUN2022:17:34:27.000000	0		0		0						0		0		0	
S111280526		grycat				A1497207	2	USER3191589	L19274360	45.115621	-92.56876	US-WI	0.9144	ltrbra	NW-ry	NW-ry	NW_2022	s1		04JUN2022:00:00:00.000000	16JUN2022:00:00:00.000000	4	3	3	1	22MAY2022:16:47:49.000000	1	999999999	0		0		cn	no	aa	no						
S111280367	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/25/_1p9lcs.jpeg	grycat	N/A	N/A		A1497207	2	USER3191589	L19274360	45.115621	-92.56876	US-WI	0.9144	ltrbra	NW-ry	NW-ry	NW_2022	s1		04JUN2022:00:00:00.000000	16JUN2022:00:00:00.000000	4	3	3	1	25MAY2022:16:44:21.000000	1	999999999	0		0		cn	no	va	no						
S111494619	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/28/_ctm64e.jpeg	grycat	y	t	o	A1497207	2	USER3191589	L19274360	45.115621	-92.56876	US-WI	0.9144	ltrbra	NW-ry	NW-ry	NW_2022	s1		04JUN2022:00:00:00.000000	16JUN2022:00:00:00.000000	4	3	3	1	28MAY2022:10:36:09.000000	4		0		0		cn	no	va	no						
S111811756		grycat				A1497207	2	USER3191589	L19274360	45.115621	-92.56876	US-WI	0.9144	ltrbra	NW-ry	NW-ry	NW_2022	s1		04JUN2022:00:00:00.000000	16JUN2022:00:00:00.000000	4	3	3	1	31MAY2022:12:28:09.000000	4		0		0		cn	no	no	no						
S112274878		grycat				A1497207	2	USER3191589	L19274360	45.115621	-92.56876	US-WI	0.9144	ltrbra	NW-ry	NW-ry	NW_2022	s1		04JUN2022:00:00:00.000000	16JUN2022:00:00:00.000000	4	3	3	1	03JUN2022:22:22:19.000000	4		0		0		cn	no	va	no						
S112274951		grycat				A1497207	2	USER3191589	L19274360	45.115621	-92.56876	US-WI	0.9144	ltrbra	NW-ry	NW-ry	NW_2022	s1		04JUN2022:00:00:00.000000	16JUN2022:00:00:00.000000	4	3	3	1	05JUN2022:22:23:25.000000	0		1	999999999			cn	no	va	ny						
S113028949		grycat				A1497207	2	USER3191589	L19274360	45.115621	-92.56876	US-WI	0.9144	ltrbra	NW-ry	NW-ry	NW_2022	s1		04JUN2022:00:00:00.000000	16JUN2022:00:00:00.000000	4	3	3	1	15JUN2022:20:29:10.000000	0		3		0		cn	no	va	fy						
S113118175		grycat				A1497207	2	USER3191589	L19274360	45.115621	-92.56876	US-WI	0.9144	ltrbra	NW-ry	NW-ry	NW_2022	s1		04JUN2022:00:00:00.000000	16JUN2022:00:00:00.000000	4	3	3	1	17JUN2022:10:06:37.000000	0		0		0		cn	no	no	no						
S111373926	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/26/20220526Honeysuckl.jpg	grycat				A1499196	11	USER2804340	L19293756	43.064953	-89.483263	US-WI	1.8288	busshr	NW-ry	NW-for	NW_2022	f2								26MAY2022:00:00:00.000000	2		0		0		cn	no	va	no	0		0		0	
S111906786	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/31/20220531Honeysuckl.jpg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/05/31/20220601Honeysuckl.jpg	grycat				A1499196	11	USER2804340	L19293756	43.064953	-89.483263	US-WI	1.8288	busshr	NW-ry	NW-for	NW_2022	f2								31MAY2022:00:00:00.000000	3		0		0		cn	no	aa	no	0		0		0	
S112057628	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/03/20220603Honeysuckl.jpg	grycat				A1499196	11	USER2804340	L19293756	43.064953	-89.483263	US-WI	1.8288	busshr	NW-ry	NW-for	NW_2022	f2								03JUN2022:00:00:00.000000	3		0		0		cn	no	aa	no	0		0		0	
S112326528	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/06/20220606Honeysuckl.jpg	grycat				A1499196	11	USER2804340	L19293756	43.064953	-89.483263	US-WI	1.8288	busshr	NW-ry	NW-for	NW_2022	f2								06JUN2022:00:00:00.000000	3		0		0		cn	no	va	no	0		0		0	
S112872551	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/09/20220609Honeysuckl.jpeg	grycat				A1499196	11	USER2804340	L19293756	43.064953	-89.483263	US-WI	1.8288	busshr	NW-ry	NW-for	NW_2022	f2								09JUN2022:00:00:00.000000	2		1		0		cn	no	aa	ny	0		0		0	
S112872654	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/11/20220611Honeysuckl.jpg	grycat				A1499196	11	USER2804340	L19293756	43.064953	-89.483263	US-WI	1.8288	busshr	NW-ry	NW-for	NW_2022	f2								11JUN2022:00:00:00.000000	1		1		0		cn	no	va	ny	0		0		0	
S112873354	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/13/20220613Honeysuckl.jpg	grycat				A1499196	11	USER2804340	L19293756	43.064953	-89.483263	US-WI	1.8288	busshr	NW-ry	NW-for	NW_2022	f2								13JUN2022:00:00:00.000000	1		1		0		cn	no	va	py	0		0		0	
S113128683	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/16/20220616Honeysuckl.jpg	grycat				A1499196	11	USER2804340	L19293756	43.064953	-89.483263	US-WI	1.8288	busshr	NW-ry	NW-for	NW_2022	f2								16JUN2022:00:00:00.000000	1		1		0		cn	no	aa	py	0		0		0	
S113360815	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/20/20220620Honeysuckl.jpg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/20/20220620Hon_rbq1q6.jpg	grycat				A1499196	11	USER2804340	L19293756	43.064953	-89.483263	US-WI	1.8288	busshr	NW-ry	NW-for	NW_2022	f2								20JUN2022:00:00:00.000000	1		0		0		cn	no	va	no	0		0		0	
S111817861		grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	29MAY2022:00:00:00.000000	0		0		0		in	no	ba	no	0		0		0	
S111817862		grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	30MAY2022:00:00:00.000000	0		0		0		in	no	ba	no	0		0		0	
S111983408		grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	02JUN2022:00:00:00.000000	1		0		0		cn	no	va	no	0		0		0	
S112148365		grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	04JUN2022:00:00:00.000000	3		0		0		cn	no	no	no	0		0		0	
S112244735		grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	05JUN2022:00:00:00.000000	4		0		0		cn	no	va	no	0		0		0	
S112370451		grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	07JUN2022:00:00:00.000000	4		0		0		cn	no	va	no	0		0		0	
S112690660		grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	11JUN2022:00:00:00.000000	4		0		0		cn	no	va	no	0		0		0	
S112858080		grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	13JUN2022:00:00:00.000000	4		0		0		cn	no	no	no	0		0		0	
S113763262	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/25/IMG-41253.jpg	grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	25JUN2022:00:00:00.000000	1	999999999	3		0		cn	no	va	py	0		0		0	
S114378592	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/26/IMG-4132.jpg	grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	26JUN2022:00:00:00.000000	1	999999999	3		0		cn	no	va	py	0		0		0	
S114378924	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/27/IMG-4149.jpg	grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	27JUN2022:00:00:00.000000	1	999999999	2		0		cn	no	va	fy	0		0		0	
S114418185	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/28/IMG-4161.jpg	grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	28JUN2022:00:00:00.000000	1	999999999	1		0		cn	no	va	fy	0		0		0	
S114214512	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/29/_kae387.jpeg	grycat				A1500435	5	USER2563850	L19390830	39.958577	-86.22262	US-IN	1.2192	ltrbra	NW-for	NW-ry	NW_2022	s1	02JUN2022:00:00:00.000000	17JUN2022:00:00:00.000000	27JUN2022:00:00:00.000000	4	3	3	1	29JUN2022:08:36:20.000000	1		0		0		fn	no	no	no	0		0		0	
S112299137		grycat				A1501967	1	USER3223691	L19497305	45.737734	-92.682666	US-WI	0.6096	ltrbra	NW-ry	NW-ag	NW_2022	f2	20MAY2022:00:00:00.000000	06JUN2022:00:00:00.000000		5	5			20MAY2022:15:54:53.000000	5															
S112397392		grycat				A1501967	1	USER3223691	L19497305	45.737734	-92.682666	US-WI	0.6096	ltrbra	NW-ry	NW-ag	NW_2022	f2	20MAY2022:00:00:00.000000	06JUN2022:00:00:00.000000		5	5			06JUN2022:15:05:27.000000	3		2													
S112400407		grycat				A1501967	1	USER3223691	L19497305	45.737734	-92.682666	US-WI	0.6096	ltrbra	NW-ry	NW-ag	NW_2022	f2	20MAY2022:00:00:00.000000	06JUN2022:00:00:00.000000		5	5			07JUN2022:15:54:02.000000	0		5													
S112706851		grycat				A1501967	1	USER3223691	L19497305	45.737734	-92.682666	US-WI	0.6096	ltrbra	NW-ry	NW-ag	NW_2022	f2	20MAY2022:00:00:00.000000	06JUN2022:00:00:00.000000		5	5			11JUN2022:14:31:40.000000	0		5		0											
S113031470	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/13/_nr47n6.jpeg	grycat				A1501967	1	USER3223691	L19497305	45.737734	-92.682666	US-WI	0.6096	ltrbra	NW-ry	NW-ag	NW_2022	f2	20MAY2022:00:00:00.000000	06JUN2022:00:00:00.000000		5	5			13JUN2022:21:27:38.000000	0		0		0		rn	no	va	no	0		0		0	
S112790261	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/12/_ha7ge0.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/12/_o8spbr.jpeg	grycat				A1503869	2	USER3190726	L19606700	40.83946	-76.909537	US-PA	2.44	busshr			NW_2022	f3				2	0	0	2	12JUN2022:13:57:16.000000	2		0		0		cn	no	va	no						
S113224300		grycat				A1503869	2	USER3190726	L19606700	40.83946	-76.909537	US-PA	2.44	busshr			NW_2022	f3				2	0	0	2	15JUN2022:18:46:48.000000	2		0		0		cn	no	no	no						
S113224366		grycat				A1503869	2	USER3190726	L19606700	40.83946	-76.909537	US-PA	2.44	busshr			NW_2022	f3				2	0	0	2	18JUN2022:18:47:27.000000	2		0		0		cn	no	no	no						
S113478290		grycat				A1503869	2	USER3190726	L19606700	40.83946	-76.909537	US-PA	2.44	busshr			NW_2022	f3				2	0	0	2	21JUN2022:16:10:44.000000	0		0		0		dn	no	no	no						
S113015427	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/15/_hkhsrv.jpeg	grycat				A1504559	4	USER3245282	L19658878	39.87566	-75.665016	US-PA	1.83	busshr			NW_2022	f2					3			15JUN2022:17:28:05.000000	3		0		0		cn	no	va	no						
S113381517	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/20/_q182la.jpeg	grycat				A1504559	4	USER3245282	L19658878	39.87566	-75.665016	US-PA	1.83	busshr			NW_2022	f2					3			20JUN2022:16:49:28.000000	3		0		0		cn	no	aa	no						
S113784291	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/25/_bsa0ou.jpeg	grycat				A1504559	4	USER3245282	L19658878	39.87566	-75.665016	US-PA	1.83	busshr			NW_2022	f2					3			25JUN2022:20:30:18.000000	0		3		0		cn	no	va	ny						
S114121228	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/30/_h51ss8.jpeg	grycat				A1504559	4	USER3245282	L19658878	39.87566	-75.665016	US-PA	1.83	busshr			NW_2022	f2					3			30JUN2022:18:55:54.000000	0		3		0		cn	no	va	py						
S114457414		grycat				A1504559	4	USER3245282	L19658878	39.87566	-75.665016	US-PA	1.83	busshr			NW_2022	f2					3			05JUL2022:09:04:17.000000	0		0		0		dn	no	no	no	0		0		0	
S113748365	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/25/_gia82a.jpeg, https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/25/_asvmgm.jpeg	grycat				A1506681	4	USER2563850	L19823030	40.121125	-86.103136	US-IN	3.66	busshr			NW_2022	f3				3	0	0	0	25JUN2022:12:26:40.000000	3		0		0		cn	no	no	no	0		0		0	
S113854699	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/06/26/_hom09u.jpeg	grycat				A1506681	4	USER2563850	L19823030	40.121125	-86.103136	US-IN	3.66	busshr			NW_2022	f3				3	0	0	0	26JUN2022:17:58:35.000000	3		0		0		cn	no	aa	no	0		0		0	
S114258730	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/07/02/_se0o3f.jpeg	grycat				A1506681	4	USER2563850	L19823030	40.121125	-86.103136	US-IN	3.66	busshr			NW_2022	f3				3	0	0	0	02JUL2022:17:35:09.000000	0		0		0		cn	no	no	no	0		0		0	
S114118529		grycat				A1508022	1	USER3469	L19908997	39.334547	-77.112216	US-MD	1.8288	busshr			NW_2022	s1	11JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	06JUL2022:00:00:00.000000	2	2	2	0	19JUN2022:00:00:00.000000	1	999999999	1	999999999	1	999999999	cn	no	ra	no	0		0		0	
S114118621		grycat				A1508022	1	USER3469	L19908997	39.334547	-77.112216	US-MD	1.8288	busshr			NW_2022	s1	11JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	06JUL2022:00:00:00.000000	2	2	2	0	22JUN2022:00:00:00.000000	1	999999999	1	999999999	1	999999999	cn	no	ra	no	0		0		0	
S114118701		grycat				A1508022	1	USER3469	L19908997	39.334547	-77.112216	US-MD	1.8288	busshr			NW_2022	s1	11JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	06JUL2022:00:00:00.000000	2	2	2	0	25JUN2022:00:00:00.000000	1	999999999	1	999999999	1	999999999	cn	no	ra	no	0		0		0	
S114118886		grycat				A1508022	1	USER3469	L19908997	39.334547	-77.112216	US-MD	1.8288	busshr			NW_2022	s1	11JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	06JUL2022:00:00:00.000000	2	2	2	0	30JUN2022:00:00:00.000000	1	999999999	1	999999999	1	999999999	cn	no	ra	hy	0		0		0	
S114552501		grycat				A1508022	1	USER3469	L19908997	39.334547	-77.112216	US-MD	1.8288	busshr			NW_2022	s1	11JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	06JUL2022:00:00:00.000000	2	2	2	0	04JUL2022:00:00:00.000000	1	999999999	1	999999999	1	999999999	cn	no	va	hy	0		0		0	
S114552554		grycat				A1508022	1	USER3469	L19908997	39.334547	-77.112216	US-MD	1.8288	busshr			NW_2022	s1	11JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	06JUL2022:00:00:00.000000	2	2	2	0	06JUL2022:00:00:00.000000	1	999999999	1	999999999	1	999999999	cn	no	aa	fy	0		0		0	
S114999220	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/07/12/catbirdnest7.jpg	grycat				A1508022	1	USER3469	L19908997	39.334547	-77.112216	US-MD	1.8288	busshr			NW_2022	s1	11JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	06JUL2022:00:00:00.000000	2	2	2	0	12JUL2022:00:00:00.000000	1	999999999	2		1	999999999	cn	no	va	vy	0		0		0	
S114157357		grycat				A1508132	1	USER633706	L19919460	39.40988	-77.260935	US-MD	1.2192	busshr	NW-ry	NW-ry	NW_2022	s1	09JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	07JUL2022:00:00:00.000000	4	4	4	0	01JUL2022:00:00:00.000000			3				cn	no	fa	py						
S114357118		grycat				A1508132	1	USER633706	L19919460	39.40988	-77.260935	US-MD	1.2192	busshr	NW-ry	NW-ry	NW_2022	s1	09JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	07JUL2022:00:00:00.000000	4	4	4	0	03JUL2022:00:00:00.000000			4				cn	no	no	py						
S114641003	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/07/08/_mk7vcp.jpeg	grycat				A1508132	1	USER633706	L19919460	39.40988	-77.260935	US-MD	1.2192	busshr	NW-ry	NW-ry	NW_2022	s1	09JUN2022:00:00:00.000000	26JUN2022:00:00:00.000000	07JUL2022:00:00:00.000000	4	4	4	0	08JUL2022:09:17:14.000000	0		0		0		cn	no	no	no						
S115606017	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/07/23/CatbirdNestlings.jpg	grycat				A1516512	2	USER757347	L20260230	41.732061	-70.602981	US-MA	1.524	busshr	NW-ry	NW-ry	NW_2022	s1			27JUL2022:00:00:00.000000					23JUL2022:00:00:00.000000	0		4		0		cn	no	fa	fy						
S115851362	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2022/07/26/CatbirdNestling2.jpg	grycat				A1516512	2	USER757347	L20260230	41.732061	-70.602981	US-MA	1.524	busshr	NW-ry	NW-ry	NW_2022	s1			27JUL2022:00:00:00.000000					26JUL2022:00:00:00.000000	0		1		0		cn	no	no	fy						
S115851434		grycat				A1516512	2	USER757347	L20260230	41.732061	-70.602981	US-MA	1.524	busshr	NW-ry	NW-ry	NW_2022	s1			27JUL2022:00:00:00.000000					27JUL2022:00:00:00.000000	0		0		0		cn	no	no	no						
S136930007		grycat				A1642113	3	USER3377989	L24195653	39.758489	-76.919303	US-PA	2.13	busshr			NW_2023	f3	12MAY2023:00:00:00.000000							10MAY2023:12:55:22.000000	0		0		0		in	no	va	no						
S137235067	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2023/05/12/_pm1vs2.jpeg	grycat				A1642113	3	USER3377989	L24195653	39.758489	-76.919303	US-PA	2.13	busshr			NW_2023	f3	12MAY2023:00:00:00.000000							12MAY2023:13:31:35.000000	1		0		0		cn	no	va	no						
S137383027	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2023/05/13/_prd29l.jpeg	grycat				A1642113	3	USER3377989	L24195653	39.758489	-76.919303	US-PA	2.13	busshr			NW_2023	f3	12MAY2023:00:00:00.000000							13MAY2023:10:12:27.000000	2		0		0		cn	no	va	no						
S137723754	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2023/05/14/_dj91ub.jpeg	grycat				A1642113	3	USER3377989	L24195653	39.758489	-76.919303	US-PA	2.13	busshr			NW_2023	f3	12MAY2023:00:00:00.000000							14MAY2023:15:02:43.000000	3		0		0		cn	no	va	no						
S137910407		grycat				A1642113	3	USER3377989	L24195653	39.758489	-76.919303	US-PA	2.13	busshr			NW_2023	f3	12MAY2023:00:00:00.000000							15MAY2023:00:00:00.000000	1		0		0		cn	no	no	no						
S137991000		grycat				A1642113	3	USER3377989	L24195653	39.758489	-76.919303	US-PA	2.13	busshr			NW_2023	f3	12MAY2023:00:00:00.000000							16MAY2023:10:40:02.000000	0		0		0		dn	no	no	no						
S138019419		grycat				A1650373	2	USER2255568	L24399815	38.902043	-77.117208	US-VA	1.37	busshr			NW_2023	f3	14MAY2023:00:00:00.000000			4	0	0	4	13MAY2023:14:12:29.000000							cn	no	va	no						
S138019208	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2023/05/16/_c9u6c5.jpeg	grycat				A1650373	2	USER2255568	L24399815	38.902043	-77.117208	US-VA	1.37	busshr			NW_2023	f3	14MAY2023:00:00:00.000000			4	0	0	4	16MAY2023:14:07:54.000000	3						cn	no	no	no						
S138408799		grycat				A1650373	2	USER2255568	L24399815	38.902043	-77.117208	US-VA	1.37	busshr			NW_2023	f3	14MAY2023:00:00:00.000000			4	0	0	4	19MAY2023:15:52:44.000000	4						cn	no	va	no						
S138563419	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2023/05/20/_f3nl0i.jpeg	grycat				A1650373	2	USER2255568	L24399815	38.902043	-77.117208	US-VA	1.37	busshr			NW_2023	f3	14MAY2023:00:00:00.000000			4	0	0	4	20MAY2023:16:09:44.000000	4						cn	no	aa	no						
S139038510		grycat				A1650373	2	USER2255568	L24399815	38.902043	-77.117208	US-VA	1.37	busshr			NW_2023	f3	14MAY2023:00:00:00.000000			4	0	0	4	23MAY2023:00:00:00.000000	1						cn	no	no	no						
S138154338	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2023/05/17/IMG4353.JPG	grycat				A1650762	4	USER3731749	L24424553	41.594822	-70.60264	US-MA	1.83	busshr			NW_2023	f3		28MAY2023:00:00:00.000000		5	5	0	0	17MAY2023:00:00:00.000000	5		0		0		an	no	ra	no						
S138154786	https://citsci-nw-data-prod.s3.amazonaws.com/photos/visits/2023/05/17/IMG4353_v2a5fj.JPG	grycat				A1650762	4	USER3731749	L24424553	41.594822	-70.60264	US-MA	1.83	busshr			NW_2023	f3		28MAY2023:00:00:00.000000		5	5	0	0	17MAY2023:00:00:00.000000	5		0		0		an	no	ra	no						
S138650262		grycat				A1650762	4	USER3731749	L24424553	41.594822	-70.60264	US-MA	1.83	busshr			NW_2023	f3		28MAY2023:00:00:00.000000		5	5	0	0	21MAY2023:09:01:10.000000	1	999999999	0		0			no	ra	no						
